CustomerId,Yearly Call Duration (in Mins),Call Count,Data Usage,Complaints,Subscription  Length,International Plan,Age Group,Tariff Plan,Net Customer Spend,Churn
1535,6603,70,110,0,35,No,21-30,3,1400,No
1536,840,42,18,0,41,Yes,21-30,1,820,No
1537,10320,88,3,0,34,No,41-50,4,1700,No
1538,3415,62,17,1,25,No,31-40,1,500,Yes
1539,2725,17,2,0,42,Yes,31-40,1,840,No
1540,2875,36,11,0,33,No,21-30,1,660,No
1541,2153,39,36,1,34,No,31-40,3,1360,No
1542,1553,20,2,0,34,No,31-40,2,1020,No
1543,6670,92,16,0,41,No,41-50,2,1230,No
1544,513,2,11,0,34,No,41-50,3,1360,No
1545,15960,233,2,0,29,No,21-30,1,580,No
1546,6850,111,273,1,32,No,21-30,2,960,Yes
1547,3603,77,4,0,34,No,21-30,3,1360,No
1548,1550,39,40,0,33,No,31-40,3,1320,No
1549,2665,48,177,0,34,No,21-30,1,680,No
1550,3713,52,0,1,33,Yes,16-20,2,990,Yes
1551,1453,34,32,0,24,Yes,41-50,2,720,No
1552,2650,22,25,1,33,No,31-40,1,660,Yes
1553,710,5,23,0,24,No,41-50,2,720,No
1554,1470,22,31,1,20,No,21-30,1,400,Yes
1555,3110,56,10,0,23,No,31-40,3,920,No
1556,1580,21,30,0,16,No,21-30,3,640,No
1557,6277,136,87,0,15,No,16-20,2,450,No
1558,8817,166,75,0,13,No,41-50,2,390,No
1559,2737,40,33,0,14,No,31-40,4,700,No
1560,2583,59,11,1,38,No,16-20,1,760,Yes
1561,1958,53,343,0,35,No,21-30,2,1050,No
1562,1695,26,28,0,18,No,21-30,2,540,Yes
1563,1898,51,0,0,36,No,16-20,3,1440,No
1564,3280,75,16,0,36,No,21-30,1,720,No
1565,1865,32,269,0,36,No,31-40,4,1800,No
1566,8620,114,128,0,35,Yes,31-40,1,700,No
1567,13278,162,0,0,36,Yes,31-40,2,1080,No
1568,4020,76,0,0,36,No,31-40,2,1080,No
1569,5423,88,0,0,36,No,21-30,2,1080,No
1570,1743,47,0,0,36,Yes,31-40,3,1440,No
1571,1695,26,28,0,18,No,21-30,1,360,Yes
1572,2600,20,467,0,36,No,31-40,3,1440,No
1573,14990,175,134,0,35,No,21-30,2,1050,No
1574,6005,79,170,0,35,Yes,31-40,2,1050,No
1575,7013,120,368,0,35,Yes,21-30,1,700,No
1576,2680,61,53,0,38,Yes,21-30,1,760,Yes
1577,6223,68,92,0,35,No,21-30,2,1050,No
1578,460,40,0,1,41,No,21-30,1,820,No
1579,9940,86,0,0,34,Yes,41-50,2,1020,No
1580,3598,56,0,0,38,No,16-20,2,1140,Yes
1581,4023,88,9,0,38,No,31-40,1,760,Yes
1582,2495,34,0,1,33,No,21-30,1,660,Yes
1583,1773,37,18,0,34,No,31-40,2,1020,No
1584,1173,18,0,0,34,No,31-40,4,1700,No
1585,6290,90,0,0,41,Yes,41-50,1,820,No
1586,1920,30,25,0,16,No,21-30,2,480,Yes
1587,15580,231,0,0,29,No,21-30,3,1160,No
1588,6470,109,255,0,42,No,21-30,2,1260,No
1589,4820,83,1,0,35,No,31-40,2,1050,Yes
1590,1170,37,22,0,33,No,31-40,2,990,No
1591,11035,103,22,0,36,Yes,21-30,1,720,Yes
1592,1405,40,30,0,28,Yes,21-30,1,560,Yes
1593,1073,32,14,0,24,No,41-50,1,480,No
1594,3295,47,16,1,37,No,31-40,4,1850,Yes
1595,730,25,3,0,23,No,21-30,1,460,No
1596,2730,54,0,0,23,No,31-40,3,920,No
1597,2547,39,24,0,14,No,31-40,2,420,Yes
1598,5897,134,69,0,15,Yes,16-20,3,600,No
1599,2653,68,17,0,44,Yes,21-30,3,1760,Yes
1600,2357,38,15,0,14,Yes,31-40,2,420,No
1601,4065,59,0,0,41,No,21-30,4,2050,No
1602,3335,29,16,0,36,No,31-40,3,1440,Yes
1603,11450,110,16,0,39,No,21-30,1,780,Yes
1604,4290,69,0,0,34,No,21-30,2,1020,Yes
1605,3470,70,17,0,41,No,21-30,1,820,No
1606,2055,27,270,0,41,No,31-40,2,1230,No
1607,8810,109,129,0,30,No,31-40,1,600,No
1608,13468,157,0,0,41,No,31-40,2,1230,No
1609,3225,67,16,0,30,No,31-40,1,600,Yes
1610,5613,83,0,0,41,No,21-30,2,1230,No
1611,1933,42,0,0,41,No,31-40,2,1230,No
1612,14835,213,39,0,31,No,21-30,2,930,No
1613,2790,15,468,1,31,No,31-40,1,620,Yes
1614,15180,170,135,0,30,Yes,21-30,2,900,No
1615,6195,74,171,0,30,No,31-40,4,1500,No
1616,570,2,0,0,30,No,21-30,2,900,No
1617,405,2,0,0,31,No,21-30,2,930,No
1618,4485,76,3,0,40,No,31-40,2,1200,Yes
1619,7203,115,369,0,30,No,21-30,2,900,No
1620,11160,142,0,0,30,No,31-40,2,900,No
1621,6975,97,7,0,34,No,41-50,2,1020,Yes
1622,650,35,1,0,26,Yes,21-30,2,780,No
1623,10130,81,0,0,29,Yes,41-50,3,1160,No
1624,1390,26,29,0,21,No,21-30,3,840,Yes
1625,2535,10,0,0,27,No,31-40,1,540,No
1626,2685,29,0,0,28,No,21-30,2,840,No
1627,1963,32,19,0,29,No,31-40,1,580,No
1628,1250,51,30,0,31,Yes,21-30,1,620,Yes
1629,1363,13,0,0,29,No,31-40,2,870,No
1630,6480,85,0,0,26,Yes,41-50,2,780,No
1631,6725,94,9,0,31,No,41-50,1,620,Yes
1632,6660,104,256,0,27,Yes,21-30,2,810,No
1633,3413,70,0,0,29,No,21-30,4,1450,No
1634,1360,32,23,0,28,No,31-40,4,1400,No
1635,4515,83,2,0,38,No,31-40,2,1140,Yes
1636,4515,83,2,0,38,No,31-40,1,760,Yes
1637,10820,101,18,0,42,No,21-30,2,1260,Yes
1638,1710,40,30,0,31,No,31-40,3,1240,Yes
1639,920,20,4,0,48,No,16-20,2,1440,No
1640,2920,49,0,0,48,No,31-40,3,1920,No
1641,3963,85,7,0,36,No,31-40,1,720,Yes
1642,3965,82,7,0,39,No,31-40,2,1170,Yes
1643,1310,24,34,0,38,No,31-40,3,1520,Yes
1644,4065,71,6,0,41,No,31-40,2,1230,No
1645,7205,109,53,0,36,Yes,21-30,2,1080,Yes
1646,2148,60,360,0,40,No,31-40,4,2000,No
1647,3893,66,2,0,41,No,16-20,1,820,No
1648,2088,58,3,0,41,No,21-30,1,820,No
1649,4630,88,0,0,40,No,31-40,4,2000,Yes
1650,2055,39,286,0,41,No,31-40,2,1230,No
1651,8810,121,145,0,40,No,31-40,1,800,No
1652,13468,169,1,0,41,No,31-40,1,820,No
1653,4210,83,3,0,41,No,31-40,3,1640,No
1654,5613,95,8,0,41,Yes,31-40,3,1640,No
1655,1933,54,9,0,41,No,31-40,3,1640,No
1656,14835,225,55,0,41,No,31-40,2,1230,No
1657,2348,62,10,0,42,No,16-20,1,840,Yes
1658,15180,182,151,0,40,No,21-30,1,800,No
1659,6195,86,187,0,40,No,31-40,2,1200,No
1660,570,14,1,0,40,No,21-30,2,1200,No
1661,10695,103,16,0,42,No,21-30,1,840,Yes
1662,4065,65,0,0,36,No,21-30,3,1440,Yes
1663,7203,127,385,0,40,No,31-40,2,1200,No
1664,3100,32,15,0,40,No,31-40,2,1200,Yes
1665,6413,75,109,0,40,No,21-30,2,1200,No
1666,2078,43,25,0,36,No,31-40,1,720,Yes
1667,10130,93,2,0,39,No,51-60,2,1170,No
1668,5513,98,27,0,39,No,21-30,1,780,No
1669,2535,22,1,0,37,No,31-40,1,740,No
1670,2685,41,10,1,38,No,31-40,3,1520,No
1671,1963,44,35,0,39,No,31-40,1,780,No
1672,4515,77,0,0,33,No,31-40,1,660,Yes
1673,6480,97,15,0,36,No,51-60,4,1800,No
1674,1450,23,26,0,18,No,21-30,1,360,Yes
1675,15770,238,1,0,34,No,21-30,2,1020,No
1676,6660,116,272,0,37,No,21-30,4,1850,No
1677,3135,26,14,0,32,No,31-40,1,640,Yes
1678,1360,44,39,0,38,Yes,31-40,1,760,No
1679,2475,53,176,0,39,No,21-30,2,1170,No
1680,1010,36,194,0,30,No,21-30,1,600,No
1681,1263,39,31,0,29,No,41-50,2,870,No
1682,1245,22,60,0,29,Yes,41-50,2,870,Yes
1683,520,10,22,0,29,No,41-50,4,1450,No
1684,1963,38,27,1,34,No,31-40,4,1700,Yes
1685,2920,61,9,0,28,No,31-40,1,560,No
1686,7690,113,42,0,35,No,21-30,2,1050,Yes
1687,6087,141,86,0,20,No,21-30,1,400,No
1688,6705,95,4,0,29,No,41-50,2,870,Yes
1689,2547,45,32,0,39,No,31-40,2,1170,No
1690,4775,76,23,0,37,No,21-30,1,740,No
1691,3718,82,2,0,36,No,21-30,2,1080,Yes
1692,2858,65,360,0,36,No,21-30,1,720,No
1693,1360,38,31,0,33,No,31-40,2,990,Yes
1694,2798,63,3,0,37,No,16-20,1,740,No
1695,4180,87,33,0,37,No,31-40,2,1110,No
1696,2765,44,286,0,37,No,31-40,3,1480,No
1697,9520,126,145,0,36,No,31-40,1,720,No
1698,14178,174,1,0,37,No,31-40,2,1110,No
1699,4920,88,3,0,37,No,31-40,2,1110,No
1700,3260,34,39,0,37,No,41-50,3,1480,Yes
1701,3050,44,14,0,37,No,31-40,2,1110,Yes
1702,15545,230,55,1,37,Yes,31-40,3,1480,No
1703,4455,80,0,0,36,Yes,31-40,4,1800,Yes
1704,3395,46,10,0,34,No,31-40,3,1360,Yes
1705,6905,91,187,0,36,No,31-40,1,720,No
1706,1280,19,1,0,36,No,21-30,2,1080,No
1707,1115,19,14,0,37,No,21-30,2,1110,No
1708,3205,31,12,0,38,No,31-40,2,1140,Yes
1709,4210,77,0,0,36,Yes,31-40,4,1800,Yes
1710,11870,159,12,0,36,No,31-40,2,1080,No
1711,7123,80,109,0,36,Yes,21-30,1,720,No
1712,1360,52,17,0,42,No,21-30,3,1680,No
1713,3875,64,0,0,36,No,21-30,3,1440,Yes
1714,6223,103,27,0,35,No,21-30,1,700,No
1715,3245,27,1,0,33,Yes,31-40,3,1320,No
1716,2030,53,50,0,39,No,41-50,1,780,Yes
1717,2673,49,35,1,35,No,31-40,1,700,No
1718,538,7,1,0,35,No,31-40,1,700,No
1719,2073,30,1,0,35,No,31-40,3,1400,No
1720,1180,36,27,0,29,No,21-30,1,580,Yes
1721,10740,99,8,0,38,No,51-60,2,1140,Yes
1722,743,9,5,0,35,No,51-60,1,700,No
1723,16480,243,1,0,30,No,21-30,1,600,No
1724,7370,121,272,0,33,Yes,21-30,1,660,No
1725,4123,87,3,0,35,No,21-30,3,1400,No
1726,2070,49,39,0,34,No,31-40,2,1020,No
1727,3185,58,176,0,35,No,21-30,1,700,No
1728,1720,41,194,0,26,Yes,21-30,4,1300,No
1729,1973,44,31,0,25,Yes,41-50,1,500,No
1730,1105,30,11,0,26,Yes,21-30,3,1040,No
1731,1230,15,22,0,25,No,41-50,4,1250,No
1732,10740,99,8,0,38,No,51-60,2,1140,Yes
1733,3630,66,9,0,24,No,31-40,2,720,No
1734,2100,31,29,0,47,No,21-30,3,1880,No
1735,10740,99,8,0,38,No,51-60,2,1140,Yes
1736,4255,73,0,0,32,No,31-40,2,960,Yes
1737,2558,41,17,0,18,No,31-40,2,540,Yes
1738,3355,54,0,0,35,Yes,21-30,4,1750,No
1739,1438,43,327,0,34,No,21-30,3,1360,No
1740,3183,49,0,0,35,No,16-20,1,700,No
1741,1378,41,0,0,35,Yes,16-20,2,1050,No
1742,2760,65,0,0,35,Yes,21-30,1,700,No
1743,1345,22,253,0,35,Yes,31-40,3,1400,No
1744,8100,104,112,0,34,No,31-40,4,1700,No
1745,3530,61,7,0,22,No,31-40,1,440,Yes
1746,3500,66,0,0,35,No,31-40,2,1050,No
1747,4903,78,0,0,35,Yes,21-30,4,1750,No
1748,905,16,28,1,39,No,21-30,4,1950,Yes
1749,14125,208,22,0,35,No,21-30,2,1050,No
1750,2080,10,451,0,35,No,31-40,1,700,No
1751,4210,71,0,0,31,No,31-40,2,930,Yes
1752,5485,69,154,0,34,No,31-40,2,1020,No
1753,4190,63,0,0,35,No,31-40,2,1050,Yes
1754,6493,110,352,0,34,Yes,21-30,2,1020,No
1755,3703,59,0,0,36,No,21-30,1,720,Yes
1756,5703,58,76,0,34,No,21-30,2,1020,No
1757,1740,22,20,0,14,No,21-30,1,280,Yes
1758,4803,81,0,1,33,No,21-30,2,990,No
1759,1825,5,0,0,31,No,31-40,3,1240,No
1760,1975,24,0,0,42,No,21-30,3,1680,No
1761,1253,27,2,0,33,No,31-40,1,660,No
1762,653,8,0,0,33,No,31-40,2,990,No
1763,5770,80,0,0,30,No,41-50,2,900,No
1764,6670,91,0,0,32,No,41-50,2,960,Yes
1765,4150,74,0,0,34,Yes,31-40,2,1020,Yes
1766,1485,36,27,0,32,No,31-40,1,640,Yes
1767,5950,99,239,0,31,No,21-30,1,620,No
1768,2703,65,0,0,33,No,21-30,3,1320,No
1769,650,27,6,0,42,No,31-40,1,840,No
1770,3660,76,0,0,37,No,21-30,1,740,Yes
1771,4110,78,0,0,39,Yes,31-40,1,780,Yes
1772,553,22,0,0,23,No,41-50,2,690,No
1773,3020,30,11,0,37,No,31-40,2,1110,Yes
1774,2210,44,0,0,22,No,31-40,1,440,No
1775,7350,113,36,0,41,No,51-60,1,820,Yes
1776,5377,124,53,0,14,No,16-20,1,280,No
1777,1837,28,0,0,13,Yes,31-40,2,390,No
1778,1903,35,22,0,32,No,31-40,2,960,Yes
1779,1630,37,20,0,24,No,21-30,1,480,Yes
1780,1095,22,30,0,44,No,31-40,1,880,Yes
1781,3893,60,0,0,36,No,16-20,2,1080,No
1782,2088,52,0,0,36,Yes,16-20,3,1440,No
1783,3470,76,25,0,36,No,21-30,4,1800,No
1784,2055,33,278,0,36,Yes,31-40,2,1080,No
1785,2543,60,15,0,40,No,31-40,2,1200,Yes
1786,13468,163,0,0,36,No,31-40,2,1080,No
1787,3225,61,8,0,25,Yes,31-40,1,500,Yes
1788,5613,89,0,0,36,No,21-30,1,720,No
1789,3225,61,8,0,25,No,31-40,2,750,Yes
1790,14835,219,47,0,36,No,31-40,1,720,No
1791,2790,21,476,0,36,Yes,31-40,2,1080,No
1792,15180,176,143,0,35,Yes,21-30,2,1050,No
1793,6195,80,179,0,35,No,31-40,3,1400,No
1794,570,8,0,0,35,Yes,21-30,1,700,No
1795,3538,74,0,0,33,No,21-30,1,660,Yes
1796,7203,121,377,0,35,No,21-30,1,700,No
1797,6400,89,0,0,27,No,41-50,2,810,Yes
1798,6413,69,101,0,35,Yes,21-30,1,700,No
1799,650,41,9,0,31,No,21-30,1,620,No
1800,10130,87,0,0,34,Yes,41-50,1,680,No
1801,1475,24,21,0,37,No,21-30,1,740,Yes
1802,2535,16,0,0,42,No,31-40,1,840,No
1803,2685,35,2,0,33,No,21-30,1,660,No
1804,3295,41,8,1,32,No,31-40,2,960,Yes
1805,1363,19,0,0,34,No,31-40,3,1360,No
1806,6480,91,7,0,31,No,41-50,2,930,No
1807,15770,232,0,0,29,No,21-30,3,1160,No
1808,6660,110,264,1,32,No,21-30,1,640,Yes
1809,3413,76,0,0,34,Yes,21-30,3,1360,No
1810,3950,67,0,0,30,Yes,31-40,2,900,Yes
1811,1973,40,20,0,38,Yes,31-40,2,1140,Yes
1812,1010,30,186,0,25,No,21-30,2,750,No
1813,1263,33,23,0,24,No,41-50,2,720,No
1814,3915,73,0,0,38,Yes,31-40,1,760,Yes
1815,920,26,12,0,23,No,21-30,1,460,No
1816,10435,93,1,0,36,No,51-60,2,1080,Yes
1817,1390,20,21,0,16,Yes,21-30,2,480,No
1818,6087,135,78,0,15,No,16-20,1,300,No
1819,8627,165,66,0,13,No,41-50,1,260,No
1820,2547,39,24,0,14,No,31-40,1,280,No
1821,1863,43,44,0,24,Yes,41-50,2,720,Yes
1822,2990,41,9,0,35,No,31-40,1,700,Yes
1823,4065,65,0,0,36,No,21-30,1,720,No
1824,2698,58,1,0,35,No,16-20,2,1050,Yes
1825,3893,60,0,0,36,No,16-20,1,720,No
1826,2088,52,0,0,36,No,16-20,2,1080,No
1827,3470,76,25,0,36,No,21-30,2,1080,No
1828,2055,33,278,0,36,No,31-40,4,1800,No
1829,8810,115,137,0,35,No,31-40,2,1050,No
1830,13468,163,0,0,36,No,31-40,2,1080,No
1831,4210,77,0,0,36,No,31-40,3,1440,No
1832,5613,89,0,0,36,No,21-30,1,720,No
1833,1933,48,1,0,36,No,31-40,3,1440,No
1834,14835,219,47,0,36,No,31-40,1,720,No
1835,2790,21,476,0,36,No,31-40,2,1080,No
1836,15180,176,143,0,35,Yes,21-30,1,700,No
1837,940,16,53,0,27,No,41-50,1,540,Yes
1838,570,8,0,0,35,No,21-30,3,1400,No
1839,405,8,6,0,36,No,21-30,2,1080,No
1840,2393,64,10,0,43,No,21-30,1,860,Yes
1841,11160,148,4,0,35,No,31-40,3,1400,No
1842,6413,69,101,0,35,No,21-30,2,1050,No
1843,650,41,9,1,31,No,21-30,1,620,No
1844,3805,72,0,0,37,No,31-40,1,740,Yes
1845,5513,92,19,0,34,Yes,21-30,2,1020,No
1846,3145,28,7,0,36,Yes,31-40,2,1080,Yes
1847,2685,35,2,1,33,No,21-30,3,1320,No
1848,1963,38,27,0,34,No,31-40,1,680,No
1849,3355,70,0,0,35,No,21-30,1,700,Yes
1850,6480,91,7,0,31,Yes,41-50,2,930,No
1851,3105,46,7,0,37,No,31-40,2,1110,Yes
1852,3065,71,7,0,37,No,31-40,1,740,Yes
1853,6660,110,264,0,42,No,21-30,2,1260,No
1854,3413,76,0,0,34,No,21-30,2,1020,No
1855,1360,38,31,0,33,No,31-40,1,660,No
1856,3333,74,0,0,30,No,21-30,1,600,Yes
1857,1010,30,186,0,25,Yes,21-30,1,500,No
1858,1263,33,23,0,24,No,41-50,1,480,No
1859,520,4,14,0,24,No,41-50,2,720,No
1860,920,26,12,0,23,Yes,21-30,2,690,No
1861,2920,55,1,0,23,No,31-40,2,690,No
1862,1390,20,21,0,16,No,21-30,3,640,No
1863,2638,61,7,0,38,No,21-30,1,760,Yes
1864,1370,40,24,0,37,No,31-40,1,740,Yes
1865,2618,62,7,0,36,No,21-30,2,1080,Yes
1866,4675,77,12,0,40,No,31-40,2,1200,No
1867,3413,82,3,0,39,No,31-40,2,1170,Yes
1868,10030,88,0,0,37,No,51-60,1,740,Yes
1869,4503,72,8,0,40,No,16-20,4,2000,No
1870,2698,64,9,0,40,No,21-30,1,800,No
1871,4080,88,39,0,40,Yes,31-40,4,2000,No
1872,3065,26,7,0,32,No,31-40,1,640,Yes
1873,9420,127,151,0,39,No,31-40,3,1560,No
1874,14078,175,7,0,40,Yes,31-40,3,1600,No
1875,4820,89,9,0,40,No,31-40,1,800,No
1876,6223,101,14,0,40,No,31-40,2,1200,No
1877,2543,60,15,1,40,No,31-40,2,1200,Yes
1878,3298,70,0,0,33,No,21-30,1,660,Yes
1879,3043,45,7,0,17,No,31-40,2,510,Yes
1880,15790,188,157,0,39,No,21-30,2,1170,No
1881,7045,107,29,0,39,No,51-60,2,1170,Yes
1882,2870,66,4,0,36,Yes,21-30,2,1080,Yes
1883,3030,22,7,0,35,No,31-40,1,700,Yes
1884,7813,133,391,0,39,Yes,31-40,1,780,No
1885,11770,160,18,0,39,No,41-50,2,1170,No
1886,7023,81,115,0,39,Yes,21-30,3,1560,No
1887,1260,53,23,0,35,No,31-40,1,700,No
1888,2168,54,5,0,40,No,16-20,1,800,Yes
1889,918,15,28,0,39,No,31-40,1,780,Yes
1890,5880,81,0,0,31,No,41-50,1,620,Yes
1891,3295,47,16,1,37,Yes,31-40,4,1850,No
1892,2573,50,41,1,38,No,41-50,2,1140,Yes
1893,3223,75,0,0,34,Yes,21-30,1,680,Yes
1894,1973,31,7,0,38,No,41-50,2,1140,No
1895,7150,106,26,0,37,No,51-60,2,1110,Yes
1896,933,13,16,0,38,Yes,41-50,1,760,No
1897,643,10,11,0,38,No,51-60,2,1140,No
1898,3530,73,23,0,32,No,41-50,1,640,Yes
1899,7270,122,278,0,36,No,31-40,3,1440,No
1900,4023,88,9,0,38,Yes,31-40,1,760,No
1901,1970,50,45,0,37,No,31-40,2,1110,No
1902,3085,59,182,0,38,Yes,21-30,1,760,No
1903,1620,42,200,0,29,Yes,31-40,3,1160,No
1904,1873,45,37,0,28,No,51-60,4,1400,No
1905,1005,31,17,0,29,No,31-40,3,1160,No
1906,2930,57,7,0,27,No,31-40,2,810,Yes
1907,1530,38,26,0,27,Yes,21-30,2,810,No
1908,3530,67,15,0,27,No,31-40,1,540,No
1909,2000,32,35,0,20,Yes,31-40,2,600,No
1910,6698,147,92,0,39,No,21-30,1,780,No
1911,9238,177,80,0,47,Yes,51-60,1,940,No
1912,3158,51,38,0,48,No,31-40,1,960,No
1913,1748,47,41,0,29,Yes,21-30,1,580,Yes
1914,4735,80,17,0,42,No,31-40,4,2100,No
1915,683,14,19,0,43,No,31-40,2,1290,No
1916,2818,69,371,1,41,Yes,31-40,2,1230,Yes
1917,4563,75,13,0,42,No,16-20,1,840,No
1918,2758,67,14,0,42,No,21-30,4,2100,No
1919,4140,91,44,0,42,Yes,31-40,3,1680,No
1920,2725,48,297,0,42,Yes,41-50,1,840,No
1921,2518,56,7,0,37,No,21-30,1,740,Yes
1922,14138,178,12,0,42,No,31-40,2,1260,No
1923,4880,92,14,0,42,No,41-50,1,840,No
1924,6283,104,19,0,42,No,31-40,1,840,No
1925,2603,63,20,0,42,Yes,41-50,1,840,No
1926,15505,234,66,0,42,No,31-40,1,840,No
1927,3460,36,495,0,42,Yes,41-50,2,1260,No
1928,15850,191,162,0,41,Yes,21-30,3,1640,No
1929,1240,23,12,0,41,No,21-30,1,820,No
1930,2393,58,2,0,38,No,16-20,1,760,Yes
1931,2393,58,2,0,38,Yes,16-20,1,760,Yes
1932,11830,163,23,0,41,No,41-50,1,820,No
1933,7083,84,120,0,41,No,21-30,3,1640,No
1934,1320,56,28,1,37,Yes,31-40,2,1110,No
1935,10800,102,13,1,40,Yes,51-60,1,800,No
1936,1110,27,21,0,23,No,21-30,2,690,Yes
1937,2980,58,6,0,25,No,31-40,2,750,Yes
1938,3355,50,21,1,39,No,31-40,3,1560,No
1939,2633,53,46,0,40,No,41-50,3,1600,No
1940,498,11,12,0,40,Yes,31-40,3,1600,No
1941,1515,18,17,0,15,Yes,21-30,2,450,Yes
1942,3153,66,0,0,28,Yes,21-30,1,560,Yes
1943,993,16,21,1,40,Yes,41-50,2,1200,No
1944,703,13,16,0,40,No,51-60,1,800,No
1945,2795,26,8,0,38,No,31-40,1,760,Yes
1946,2643,59,9,0,37,Yes,31-40,1,740,Yes
1947,1075,23,25,0,42,Yes,31-40,1,840,Yes
1948,1360,28,18,0,42,No,21-30,1,840,Yes
1949,1333,22,22,0,42,No,31-40,1,840,Yes
1950,1680,45,205,0,31,No,31-40,2,930,No
1951,1933,48,42,0,30,No,51-60,1,600,No
1952,1065,34,22,0,31,No,31-40,3,1240,No
1953,2483,57,10,0,38,No,31-40,2,1140,Yes
1954,1425,20,42,0,26,No,21-30,1,520,Yes
1955,3590,70,20,0,29,Yes,31-40,2,870,No
1956,2383,49,32,0,38,No,21-30,2,1140,Yes
1957,6975,98,23,0,33,Yes,51-60,2,990,Yes
1958,9298,180,85,0,39,No,51-60,3,1560,No
1959,3218,54,43,0,20,Yes,31-40,1,400,No
1960,4755,49,227,0,13,Yes,31-40,2,390,No
1961,1853,28,12,1,13,No,31-40,1,260,Yes
1962,7090,103,21,0,35,No,51-60,1,700,Yes
1963,563,8,9,0,39,Yes,31-40,1,780,No
1964,2698,63,361,1,37,No,31-40,1,740,Yes
1965,7090,103,21,0,35,No,51-60,3,1400,Yes
1966,1450,36,16,0,23,Yes,21-30,1,460,Yes
1967,4020,85,34,0,38,No,31-40,4,1900,No
1968,2605,42,287,0,38,No,31-40,1,760,No
1969,1783,30,16,0,31,No,31-40,2,930,Yes
1970,14018,172,7,0,38,No,31-40,2,1140,No
1971,4760,86,7,0,38,No,31-40,2,1140,No
1972,6163,98,9,0,38,No,31-40,2,1140,No
1973,1963,29,14,0,34,Yes,31-40,1,680,Yes
1974,15385,228,56,0,38,Yes,31-40,2,1140,No
1975,3340,30,485,0,38,Yes,31-40,2,1140,No
1976,15730,185,152,0,37,Yes,21-30,2,1110,No
1977,6745,89,188,0,37,No,31-40,3,1480,No
1978,2113,56,12,0,39,No,31-40,1,780,Yes
1979,955,17,15,0,38,No,31-40,2,1140,No
1980,1370,21,16,0,39,No,21-30,1,780,Yes
1981,7753,130,386,0,37,Yes,31-40,4,1850,No
1982,2393,52,0,0,33,No,16-20,2,990,Yes
1983,6963,78,110,0,37,No,21-30,3,1480,No
1984,1200,50,18,1,33,Yes,31-40,2,990,No
1985,10680,96,7,0,36,No,51-60,4,1800,No
1986,920,32,20,0,28,No,21-30,3,1120,Yes
1987,3085,25,7,0,34,No,31-40,4,1700,No
1988,3235,44,11,0,35,Yes,31-40,2,1050,No
1989,2513,47,36,1,36,No,31-40,2,1080,No
1990,2543,54,7,0,35,Yes,31-40,2,1050,Yes
1991,1913,28,7,0,36,No,41-50,3,1440,No
1992,7030,100,16,0,33,No,51-60,1,660,No
1993,873,10,11,0,36,No,41-50,1,720,No
1994,16320,241,7,0,31,No,21-30,2,930,No
1995,3225,55,0,0,20,No,31-40,1,400,Yes
1996,635,10,46,0,25,Yes,21-30,2,750,Yes
1997,1910,47,40,0,35,No,31-40,2,1050,No
1998,3025,56,177,0,36,No,21-30,2,1080,No
1999,1560,39,195,0,27,No,21-30,2,810,No
2000,1310,24,39,0,31,No,21-30,2,930,Yes
2001,945,28,12,0,27,No,31-40,3,1080,No
2002,1070,13,23,0,26,No,41-50,3,1040,No
2003,1470,35,21,0,25,No,21-30,3,1000,No
2004,3470,64,10,0,25,No,31-40,2,750,No
2005,1940,29,30,0,18,No,21-30,2,540,No
2006,6638,144,87,0,47,No,21-30,2,1410,No
2007,2313,56,0,0,34,Yes,16-20,2,1020,Yes
2008,3098,48,33,0,16,No,31-40,3,640,No
2009,4755,79,22,0,44,No,31-40,3,1760,No
2010,703,13,24,0,45,No,31-40,4,2250,No
2011,2838,68,376,0,43,No,31-40,2,1290,No
2012,4583,74,18,0,44,Yes,16-20,1,880,No
2013,2778,66,19,0,44,Yes,21-30,2,1320,No
2014,4160,90,49,0,44,No,31-40,2,1320,No
2015,1410,36,18,0,28,Yes,31-40,1,560,Yes
2016,9500,129,161,0,43,No,31-40,1,860,No
2017,14158,177,17,0,44,No,31-40,3,1760,No
2018,4900,91,19,0,44,No,31-40,2,1320,No
2019,1350,30,15,0,24,No,21-30,2,720,Yes
2020,2623,62,25,1,44,No,31-40,1,880,No
2021,15525,233,71,0,44,No,31-40,3,1760,No
2022,3480,35,500,0,44,Yes,41-50,4,2200,No
2023,15870,190,167,0,43,No,21-30,1,860,No
2024,6885,94,203,0,43,No,31-40,3,1720,No
2025,1260,22,17,0,43,Yes,21-30,1,860,No
2026,1628,42,35,0,28,No,21-30,1,560,Yes
2027,7893,135,401,0,43,Yes,31-40,1,860,No
2028,11850,162,28,0,43,No,41-50,4,2150,No
2029,7103,83,125,0,43,No,21-30,3,1720,No
2030,1340,55,33,1,39,No,31-40,1,780,No
2031,3145,59,0,0,21,No,31-40,3,840,Yes
2032,6203,106,43,0,42,No,31-40,4,2100,No
2033,3225,30,17,0,40,Yes,31-40,1,800,No
2034,3375,49,26,1,41,No,31-40,1,820,Yes
2035,2653,52,51,1,42,Yes,41-50,1,840,No
2036,518,10,17,0,42,No,31-40,1,840,No
2037,2053,33,17,0,42,No,41-50,2,1260,No
2038,7170,105,31,0,39,No,51-60,2,1170,No
2039,1013,15,26,1,42,Yes,41-50,3,1680,No
2040,723,12,21,0,42,No,51-60,2,1260,No
